id,name,relationship,relative,relativename
Q217566,Anerood Jugnauth,child,Q3401447,Pravind Jugnauth
Q217566,Anerood Jugnauth,spouse,Q7424446,Sarojini Jugnauth
Q3401447,Pravind Jugnauth,father,Q217566,Anerood Jugnauth
Q4764635,Anil Gayan,relative,Q5582074,Satcam Boolell
Q57836,Navin Ramgoolam,father,Q2166580,Seewoosagur Ramgoolam
Q58260,Arvin Boolell,father,Q5582074,Satcam Boolell
Q58260,Arvin Boolell,relative,Q4764635,Anil Gayan
